,date,open,high,low,close,volume,bar_count,average
435,20181227,0.7068,0.7078,0.7017,0.703,,,
436,20181228,0.7031,0.70695,0.7028,0.7043,,,
437,20181231,0.7044,0.70715,0.7033,0.70445,,,
438,20190102,0.7048,0.70485,0.6982,0.6985,,,
439,20190103,0.6982,0.702,0.6614,0.70055,,,
440,20190104,0.7003,0.7125,0.69935,0.71185,,,
441,20190107,0.71135,0.715,0.71095,0.71475,,,
442,20190108,0.7148,0.71495,0.71165,0.71405,,,
443,20190109,0.71375,0.7194,0.71345,0.7171,,,
444,20190110,0.71735,0.71975,0.71465,0.71855,,,
445,20190111,0.71855,0.72355,0.71825,0.7215,,,
446,20190114,0.7211,0.7218,0.71755,0.7197,,,
447,20190115,0.7198,0.7226,0.718,0.7202,,,
448,20190116,0.7201,0.72125,0.7162,0.71685,,,
449,20190117,0.717,0.72215,0.7147,0.7193,,,
450,20190118,0.71945,0.7215,0.71625,0.7164,,,
451,20190121,0.71665,0.71825,0.714,0.7159,,,
452,20190122,0.71555,0.71605,0.7116,0.7123,,,
453,20190123,0.7127,0.7144,0.7118,0.7141,,,
454,20190124,0.71405,0.7167,0.7081,0.7095,,,
455,20190125,0.70925,0.71855,0.7076,0.7181,,,
456,20190128,0.71755,0.7204,0.7161,0.7166,,,
457,20190129,0.7167,0.71765,0.7138,0.71555,,,
458,20190130,0.71555,0.7273,0.715,0.72475,,,
459,20190131,0.72485,0.72955,0.72425,0.7275,,,
460,20190201,0.72715,0.72845,0.72365,0.7248,,,
461,20190204,0.7247,0.72545,0.72115,0.72265,,,
462,20190205,0.7225,0.72645,0.71935,0.7235,,,
463,20190206,0.72335,0.72455,0.71035,0.7105,,,
464,20190207,0.71025,0.71175,0.70895,0.71015,,,
465,20190208,0.7103,0.7104,0.70605,0.70885,,,
466,20190211,0.70905,0.71085,0.7057,0.70615,,,
467,20190212,0.70635,0.71025,0.7054,0.70955,,,
468,20190213,0.7096,0.71365,0.7086,0.70895,,,
469,20190214,0.70895,0.71315,0.70715,0.7105,,,
470,20190215,0.7106,0.71485,0.70795,0.714,,,
471,20190218,0.7138,0.7161,0.71245,0.71305,,,
472,20190219,0.71325,0.7174,0.71035,0.7165,,,
473,20190220,0.71635,0.7183,0.71415,0.7164,,,
474,20190221,0.7167,0.7207,0.707,0.70915,,,
475,20190222,0.70945,0.71505,0.70825,0.7127,,,
476,20190225,0.71375,0.71845,0.7131,0.7168,,,
477,20190226,0.717,0.71945,0.7142,0.7188,,,
478,20190227,0.71855,0.7199,0.71275,0.71405,,,
479,20190228,0.71375,0.7167,0.709,0.7095,,,
480,20190301,0.70975,0.7122,0.70695,0.7079,,,
481,20190304,0.7105,0.71075,0.70755,0.7092,,,
482,20190305,0.70915,0.7097,0.7059,0.7084,,,
483,20190306,0.7082,0.7092,0.70215,0.7032,,,
484,20190307,0.70295,0.70515,0.7005,0.70155,,,
485,20190308,0.70155,0.70525,0.7003,0.7047,,,
486,20190311,0.70385,0.7077,0.70265,0.707,,,
487,20190312,0.70675,0.7092,0.70575,0.70815,,,
488,20190313,0.70805,0.7098,0.7049,0.7094,,,
489,20190314,0.70925,0.7098,0.70415,0.7064,,,
490,20190315,0.7065,0.70975,0.7062,0.7088,,,
491,20190318,0.70855,0.712,0.70785,0.71035,,,
492,20190319,0.7103,0.7111,0.7085,0.7088,,,
493,20190320,0.70885,0.715,0.7057,0.71155,,,
494,20190321,0.7115,0.71685,0.709,0.7113,,,
495,20190322,0.71135,0.7119,0.70755,0.7082,,,
496,20190325,0.70785,0.7117,0.70655,0.71125,,,
497,20190326,0.71125,0.71475,0.7108,0.7135,,,
498,20190327,0.71325,0.7142,0.70685,0.70845,,,
499,20190328,0.7084,0.7106,0.70635,0.7076,,,
500,20190329,0.70785,0.7105,0.7073,0.7096,,,
501,20190401,0.7114,0.7132,0.7102,0.7112,,,
502,20190402,0.71085,0.713,0.70525,0.7071,,,
503,20190403,0.707,0.713,0.70545,0.71125,,,
504,20190404,0.7113,0.71275,0.7098,0.7112,,,
505,20190405,0.71125,0.7132,0.70925,0.71055,,,
506,20190408,0.7106,0.7131,0.70875,0.7127,,,
507,20190409,0.7126,0.71525,0.7119,0.71235,,,
508,20190410,0.71265,0.7175,0.71095,0.717,,,
509,20190411,0.71685,0.7172,0.71165,0.7123,,,
510,20190412,0.71255,0.71925,0.7116,0.71725,,,
511,20190415,0.71735,0.71825,0.7164,0.71735,,,
512,20190416,0.71725,0.7179,0.71395,0.7175,,,
513,20190417,0.71755,0.7206,0.7153,0.71795,,,
514,20190418,0.71775,0.71995,0.71365,0.71505,,,
515,20190419,0.71475,0.7159,0.71435,0.71505,,,
516,20190422,0.71495,0.71515,0.71285,0.7135,,,
517,20190423,0.71345,0.71395,0.7081,0.7102,,,
518,20190424,0.7101,0.71025,0.70045,0.70145,,,
519,20190425,0.70135,0.7023,0.69885,0.70155,,,
520,20190426,0.70155,0.70615,0.70075,0.7044,,,
521,20190429,0.70445,0.7061,0.7037,0.7056,,,
522,20190430,0.70565,0.70695,0.7031,0.70495,,,
523,20190501,0.705,0.70615,0.70075,0.70145,,,
524,20190502,0.70135,0.70295,0.6995,0.70005,,,
525,20190503,0.70005,0.7025,0.6985,0.7023,,,
526,20190506,0.6978,0.7003,0.6963,0.69905,,,
527,20190507,0.6988,0.70485,0.69815,0.70125,,,
528,20190508,0.70115,0.7027,0.6986,0.69885,,,
529,20190509,0.69905,0.6998,0.6965,0.69895,,,
530,20190510,0.69895,0.7019,0.69785,0.7,,,
531,20190513,0.70005,0.7003,0.6941,0.6944,,,
532,20190514,0.69425,0.69595,0.6935,0.6944,,,
533,20190515,0.6943,0.6948,0.69145,0.69285,,,
534,20190516,0.69295,0.6933,0.68865,0.6891,,,
535,20190517,0.6892,0.68975,0.68645,0.6868,,,
536,20190520,0.6901,0.69345,0.689,0.69075,,,
537,20190521,0.6908,0.6929,0.68665,0.68835,,,
538,20190522,0.6884,0.6897,0.68715,0.68815,,,
539,20190523,0.6881,0.69005,0.6865,0.6899,,,
540,20190524,0.6901,0.6935,0.68815,0.6926,,,
541,20190527,0.69325,0.69385,0.69125,0.6917,,,
542,20190528,0.6919,0.6936,0.69165,0.6924,,,
543,20190529,0.69265,0.69315,0.69045,0.6917,,,
544,20190530,0.69175,0.6937,0.6899,0.69115,,,
545,20190531,0.69105,0.6944,0.6901,0.6938,,,
546,20190603,0.6931,0.69825,0.69275,0.69765,,,
547,20190604,0.69765,0.7004,0.6956,0.6991,,,
548,20190605,0.6992,0.70075,0.69625,0.69695,,,
549,20190606,0.69705,0.69945,0.69635,0.6976,,,
550,20190607,0.69775,0.7022,0.6964,0.70015,,,
551,20190610,0.7003,0.70065,0.69575,0.6959,,,
552,20190611,0.69605,0.69665,0.6947,0.6962,,,
553,20190612,0.69615,0.69635,0.6925,0.69295,,,
554,20190613,0.693,0.6939,0.69015,0.69145,,,
555,20190614,0.69145,0.69185,0.68615,0.6873,,,
556,20190617,0.6872,0.68845,0.6849,0.6853,,,
557,20190618,0.68535,0.6882,0.68315,0.6877,,,
558,20190619,0.68765,0.69095,0.6855,0.6881,,,
559,20190620,0.6883,0.6936,0.688,0.6924,,,
560,20190621,0.6924,0.6938,0.69035,0.6928,,,
561,20190624,0.69315,0.69685,0.6929,0.6963,,,
562,20190625,0.6962,0.69785,0.69415,0.69605,,,
563,20190626,0.696,0.6995,0.6951,0.6985,,,
564,20190627,0.69855,0.7009,0.6984,0.70085,,,
565,20190628,0.70075,0.7024,0.69985,0.7023,,,
566,20190701,0.7025,0.7043,0.6956,0.6965,,,
567,20190702,0.69675,0.70005,0.69575,0.6994,,,
568,20190703,0.6991,0.70395,0.69855,0.70295,,,
569,20190704,0.70295,0.7048,0.70155,0.70235,,,
570,20190705,0.7022,0.7029,0.69575,0.6981,,,
571,20190708,0.69775,0.69945,0.6966,0.69725,,,
572,20190709,0.69735,0.69755,0.69205,0.69275,,,
573,20190710,0.69285,0.69695,0.69105,0.6959,,,
574,20190711,0.6959,0.6988,0.6954,0.6974,,,
575,20190712,0.69745,0.7025,0.69715,0.702,,,
576,20190715,0.70155,0.704,0.7012,0.704,,,
577,20190716,0.70385,0.70445,0.70105,0.7012,,,
578,20190717,0.70125,0.7025,0.69965,0.701,,,
579,20190718,0.70115,0.7077,0.70065,0.70755,,,
580,20190719,0.7075,0.7082,0.70375,0.7044,,,
581,20190722,0.7046,0.70575,0.7031,0.70355,,,
582,20190723,0.70355,0.7036,0.6996,0.7006,,,
583,20190724,0.70045,0.7009,0.69725,0.69765,,,
584,20190725,0.6977,0.6984,0.69425,0.69525,,,
585,20190726,0.69535,0.69555,0.6903,0.69135,,,
586,20190729,0.6908,0.69165,0.68945,0.69015,,,
587,20190730,0.69015,0.69085,0.68685,0.68725,,,
588,20190731,0.6875,0.68995,0.68315,0.6846,,,
589,20190801,0.68435,0.6868,0.67955,0.68015,,,
590,20190802,0.6804,0.6819,0.6763,0.68,,,
591,20190805,0.6796,0.6804,0.6748,0.67575,,,
592,20190806,0.6758,0.6801,0.675,0.67605,,,
593,20190807,0.6762,0.6783,0.6677,0.67565,,,
594,20190808,0.6761,0.6822,0.67465,0.68035,,,
595,20190809,0.67885,0.68185,0.67785,0.67885,,,
596,20190812,0.6786,0.6796,0.6745,0.67495,,,
597,20190813,0.67525,0.68185,0.6747,0.6798,,,
598,20190814,0.67985,0.6809,0.67355,0.67485,,,
599,20190815,0.67475,0.67905,0.67465,0.67785,,,
600,20190816,0.67765,0.67955,0.6771,0.6779,,,
601,20190819,0.6785,0.6789,0.6762,0.67655,,,
602,20190820,0.67645,0.6795,0.67545,0.67785,,,
603,20190821,0.6778,0.67995,0.6773,0.6781,,,
604,20190822,0.67825,0.67875,0.6751,0.6757,,,
605,20190823,0.6757,0.6778,0.67355,0.6754,,,
606,20190826,0.6742,0.6788,0.66895,0.6775,,,
607,20190827,0.67755,0.678,0.6747,0.6752,,,
608,20190828,0.67515,0.67625,0.67325,0.6734,,,
609,20190829,0.67355,0.67535,0.6717,0.67295,,,
610,20190830,0.67285,0.674,0.6706,0.67355,,,
611,20190902,0.67275,0.6735,0.671,0.6717,,,
612,20190903,0.67165,0.6764,0.66875,0.6761,,,
613,20190904,0.676,0.6801,0.67545,0.6797,,,
614,20190905,0.6794,0.683,0.6794,0.68145,,,
615,20190906,0.6815,0.68615,0.6807,0.68485,,,
616,20190909,0.6842,0.6876,0.68375,0.6862,,,
617,20190910,0.6862,0.687,0.6849,0.6861,,,
618,20190911,0.6862,0.6885,0.6849,0.6863,,,
619,20190912,0.6862,0.6895,0.68605,0.68675,,,
620,20190913,0.68685,0.68905,0.6859,0.688,,,
621,20190916,0.68705,0.6884,0.6854,0.68645,,,
622,20190917,0.6866,0.687,0.68305,0.68655,,,
623,20190918,0.6866,0.6872,0.68125,0.6828,,,
624,20190919,0.6829,0.68315,0.67805,0.67925,,,
625,20190920,0.67935,0.6809,0.676,0.6765,,,
626,20190923,0.6772,0.67815,0.6759,0.6774,,,
627,20190924,0.6777,0.68065,0.67655,0.6802,,,
628,20190925,0.68005,0.6804,0.6739,0.6751,,,
629,20190926,0.6751,0.6781,0.6746,0.67495,,,
630,20190927,0.67475,0.67795,0.67435,0.67635,,,
631,20190930,0.67615,0.67705,0.67415,0.675,,,
632,20191001,0.675,0.6776,0.6672,0.67045,,,
633,20191002,0.6704,0.6719,0.6671,0.67065,,,
634,20191003,0.67075,0.67535,0.67025,0.67425,,,
635,20191004,0.67425,0.6774,0.67385,0.67705,,,
636,20191007,0.6763,0.67735,0.673,0.6732,,,
637,20191008,0.6732,0.67575,0.6723,0.6728,,,
638,20191009,0.67295,0.67505,0.67225,0.67245,,,
639,20191010,0.6727,0.67745,0.67105,0.6761,,,
640,20191011,0.6761,0.68105,0.67535,0.67905,,,
641,20191014,0.67915,0.68015,0.6751,0.67765,,,
642,20191015,0.6775,0.6789,0.67425,0.6753,,,
643,20191016,0.67505,0.67655,0.67235,0.67605,,,
644,20191017,0.67595,0.6833,0.67515,0.6825,,,
645,20191018,0.6822,0.68575,0.68215,0.68565,,,
646,20191021,0.6851,0.68805,0.684,0.6868,,,
647,20191022,0.68685,0.6883,0.68505,0.6856,,,
648,20191023,0.68535,0.68625,0.6834,0.6854,,,
649,20191024,0.6852,0.6858,0.6811,0.68195,,,
650,20191025,0.68175,0.68365,0.68095,0.68215,,,
651,20191028,0.68185,0.68455,0.68105,0.68385,,,
652,20191029,0.6838,0.6872,0.68355,0.68645,,,
653,20191030,0.6865,0.6905,0.68485,0.69035,,,
654,20191031,0.6901,0.693,0.68835,0.6894,,,
655,20191101,0.68925,0.69215,0.6884,0.6913,,,
656,20191104,0.69115,0.6925,0.6877,0.6884,,,
657,20191105,0.6881,0.6928,0.6877,0.68935,,,
658,20191106,0.68975,0.69075,0.6869,0.6884,,,
659,20191107,0.6883,0.69135,0.6862,0.6898,,,
660,20191108,0.68975,0.69065,0.68475,0.68615,,,
661,20191111,0.6858,0.68655,0.6847,0.6851,,,
662,20191112,0.68505,0.68575,0.68315,0.6841,,,
663,20191113,0.6841,0.68575,0.6821,0.6838,,,
664,20191114,0.6839,0.68415,0.67695,0.67865,,,
665,20191115,0.6786,0.6822,0.67805,0.6817,,,
666,20191118,0.68155,0.68225,0.6799,0.6809,,,
667,20191119,0.6809,0.6835,0.6785,0.68275,,,
668,20191120,0.6827,0.6831,0.679,0.68035,,,
669,20191121,0.6797,0.6814,0.67835,0.67865,,,
670,20191122,0.67875,0.68035,0.67805,0.6786,,,
671,20191125,0.67905,0.67995,0.6768,0.6779,,,
672,20191126,0.678,0.67955,0.6768,0.6788,,,
673,20191127,0.67865,0.67915,0.6772,0.6776,,,
674,20191128,0.6775,0.67785,0.6759,0.67705,,,
675,20191129,0.67705,0.67795,0.67545,0.67625,,,
676,20191202,0.6765,0.68265,0.67615,0.68185,,,
677,20191203,0.68185,0.6862,0.6815,0.6847,,,
678,20191204,0.68495,0.68555,0.6813,0.685,,,
679,20191205,0.6849,0.6855,0.6821,0.68325,,,
680,20191206,0.68325,0.68575,0.68235,0.6841,,,
681,20191209,0.68345,0.68385,0.68205,0.6823,,,
682,20191210,0.68255,0.68375,0.68,0.68095,,,
683,20191211,0.68105,0.68895,0.68045,0.6876,,,
684,20191212,0.6876,0.69135,0.68675,0.69095,,,
685,20191213,0.69365,0.6939,0.6864,0.68725,,,
686,20191216,0.68835,0.6898,0.68685,0.68855,,,
687,20191217,0.6884,0.6884,0.68385,0.68515,,,
688,20191218,0.68505,0.68645,0.68385,0.68535,,,
689,20191219,0.68525,0.68885,0.68485,0.6886,,,
690,20191220,0.68855,0.6907,0.6883,0.6901,,,
691,20191223,0.68955,0.6929,0.68915,0.69225,,,
692,20191224,0.69235,0.69305,0.69125,0.69275,,,
693,20191226,0.6925,0.695,0.6922,0.69455,,,
694,20191227,0.6943,0.6987,0.69415,0.6984,,,
695,20191230,0.6986,0.70045,0.6978,0.6994,,,
696,20191231,0.69945,0.7032,0.69945,0.70165,,,
697,20200102,0.7019,0.702,0.69785,0.6993,,,
698,20200103,0.69915,0.69925,0.69305,0.69495,,,
699,20200106,0.6941,0.6958,0.69255,0.69395,,,
700,20200107,0.69405,0.6943,0.6859,0.6869,,,
701,20200108,0.687,0.68855,0.6849,0.6865,,,
702,20200109,0.6867,0.68805,0.68505,0.68585,,,
703,20200110,0.6856,0.6911,0.6851,0.6902,,,
704,20200113,0.6899,0.692,0.6893,0.69035,,,
705,20200114,0.6903,0.691,0.6885,0.6902,,,
706,20200115,0.69025,0.6917,0.68775,0.6904,,,
707,20200116,0.6904,0.6934,0.6888,0.68985,,,
708,20200117,0.68975,0.69115,0.6871,0.6876,,,
709,20200120,0.6874,0.68885,0.68555,0.68735,,,
710,20200121,0.68735,0.68805,0.68425,0.6845,,,
711,20200122,0.6846,0.68565,0.6827,0.68445,,,
712,20200123,0.68465,0.6879,0.68295,0.6847,,,
713,20200124,0.6848,0.68575,0.68175,0.68255,,,
714,20200127,0.6817,0.6819,0.6752,0.6761,,,
715,20200128,0.67605,0.67655,0.6737,0.6762,,,
716,20200129,0.67615,0.67775,0.67355,0.6754,,,
717,20200130,0.6755,0.6755,0.67,0.67215,,,
718,20200131,0.6719,0.673,0.6683,0.6689,,,
719,20200203,0.6687,0.6707,0.6684,0.66915,,,
720,20200204,0.66925,0.6742,0.6679,0.6739,,,
721,20200205,0.6739,0.67745,0.67235,0.67465,,,
722,20200206,0.67475,0.6765,0.6727,0.67305,,,
723,20200207,0.67315,0.6737,0.66625,0.66735,,,
724,20200210,0.6671,0.67075,0.66665,0.66865,,,
725,20200211,0.6685,0.6737,0.6681,0.67145,,,
726,20200212,0.6714,0.675,0.6712,0.6737,,,
727,20200213,0.67385,0.6745,0.6707,0.6719,,,
728,20200214,0.6717,0.67315,0.67095,0.67145,,,
729,20200217,0.6717,0.67335,0.6712,0.6714,,,
730,20200218,0.67145,0.6717,0.66735,0.66865,,,
731,20200219,0.6687,0.6708,0.66655,0.6678,,,
732,20200220,0.6676,0.6695,0.66105,0.6615,,,
733,20200221,0.6616,0.6639,0.6586,0.66275,,,
734,20200224,0.65975,0.662,0.65865,0.6604,,,
735,20200225,0.6604,0.66225,0.65865,0.6603,,,
736,20200226,0.6602,0.6607,0.65425,0.65455,,,
737,20200227,0.65435,0.6592,0.6543,0.6569,,,
738,20200228,0.65645,0.65855,0.6434,0.65115,,,
739,20200302,0.64865,0.6568,0.64725,0.6538,,,
740,20200303,0.65315,0.6646,0.65095,0.6584,,,
741,20200304,0.658,0.6628,0.65775,0.66265,,,
742,20200305,0.66245,0.6637,0.6584,0.66135,,,
743,20200306,0.66125,0.66575,0.6585,0.6642,,,
744,20200309,0.66065,0.66855,0.63115,0.65875,,,
745,20200310,0.65875,0.6613,0.64625,0.65045,,,
746,20200311,0.65065,0.65395,0.6478,0.64835,,,
747,20200312,0.64865,0.64925,0.62125,0.6235,,,
748,20200313,0.6253,0.6327,0.6123,0.61825,,,
749,20200316,0.6247,0.6306,0.6079,0.61185,,,
750,20200317,0.61125,0.6149,0.5959,0.59995,,,
751,20200318,0.60205,0.60285,0.5702,0.5772,,,
752,20200319,0.57655,0.5965,0.55075,0.5743,,,
753,20200320,0.57425,0.5986,0.5665,0.5795,,,
754,20200323,0.5826,0.5846,0.56995,0.584,,,
755,20200324,0.5834,0.5976,0.5813,0.59585,,,
756,20200325,0.59595,0.6074,0.59305,0.596,,,
757,20200326,0.5957,0.60875,0.58705,0.6064,,,
758,20200327,0.60545,0.62005,0.6023,0.6168,,,
759,20200330,0.61495,0.61845,0.6112,0.61715,,,
760,20200331,0.61685,0.6214,0.60715,0.61335,,,
761,20200401,0.61465,0.61865,0.6039,0.6073,,,
762,20200402,0.60675,0.61195,0.60065,0.6059,,,
763,20200403,0.60615,0.60755,0.598,0.5991,,,
764,20200406,0.60155,0.61065,0.59915,0.6088,,,
765,20200407,0.60865,0.62085,0.6076,0.6169,,,
766,20200408,0.61725,0.62455,0.6116,0.62295,,,
767,20200409,0.6232,0.6364,0.61955,0.63395,,,
768,20200410,0.6339,0.6368,0.6313,0.63535,,,
769,20200413,0.6331,0.64095,0.63295,0.6382,,,
770,20200414,0.63865,0.6445,0.63745,0.6442,,,
771,20200415,0.6441,0.6444,0.62845,0.63185,,,
772,20200416,0.6317,0.6334,0.6264,0.6328,,,
773,20200417,0.6323,0.63855,0.63145,0.6366,,,
774,20200420,0.6364,0.63975,0.6333,0.6336,,,
775,20200421,0.6336,0.6347,0.62535,0.62815,,,
776,20200422,0.62805,0.63535,0.62765,0.63225,,,
777,20200423,0.6319,0.64065,0.6283,0.63705,,,
778,20200424,0.6371,0.6398,0.6337,0.6392,,,
779,20200427,0.63875,0.6472,0.63815,0.6465,,,
780,20200428,0.64655,0.6514,0.64345,0.64905,,,
781,20200429,0.64915,0.6558,0.6486,0.6556,,,
782,20200430,0.65575,0.657,0.64905,0.65115,,,
783,20200501,0.6513,0.6513,0.641,0.64195,,,
784,20200504,0.64075,0.6435,0.6373,0.64285,,,
785,20200505,0.6428,0.6476,0.6417,0.6432,,,
786,20200506,0.6437,0.6453,0.63935,0.64015,,,
787,20200507,0.64065,0.65065,0.63785,0.6496,,,
788,20200508,0.64985,0.65485,0.64935,0.65315,,,
789,20200511,0.6526,0.65615,0.64565,0.649,,,
790,20200512,0.6487,0.65365,0.6432,0.6471,,,
791,20200513,0.64705,0.65245,0.64385,0.64545,,,
792,20200514,0.64565,0.64695,0.64035,0.6463,,,
793,20200515,0.646,0.6474,0.6402,0.6415,,,
794,20200518,0.64155,0.65275,0.6411,0.65245,,,
795,20200519,0.6523,0.65855,0.651,0.65375,,,
796,20200520,0.65295,0.66165,0.65255,0.65975,,,
797,20200521,0.65995,0.65995,0.6549,0.65655,,,
798,20200522,0.6565,0.65725,0.6506,0.6537,,,
799,20200525,0.65325,0.65505,0.652,0.6545,,,
800,20200526,0.65465,0.66755,0.6538,0.66525,,,
801,20200527,0.665,0.668,0.6567,0.6622,,,
802,20200528,0.66225,0.66675,0.6588,0.66365,,,
803,20200529,0.66355,0.66835,0.66105,0.6669,,,
804,20200601,0.6664,0.68035,0.66485,0.67975,,,
805,20200602,0.6806,0.6899,0.6775,0.6897,,,
806,20200603,0.6897,0.6984,0.68565,0.692,,,
807,20200604,0.6921,0.69875,0.6882,0.69425,,,
808,20200605,0.69455,0.7013,0.69305,0.6969,,,
809,20200608,0.69685,0.70295,0.6962,0.7021,,,
810,20200609,0.70185,0.7043,0.68985,0.6961,,,
811,20200610,0.69565,0.70645,0.69325,0.69985,,,
812,20200611,0.69965,0.70045,0.68395,0.6855,,,
813,20200612,0.685,0.6912,0.67995,0.68655,,,
814,20200615,0.6849,0.6925,0.67765,0.69195,,,
815,20200616,0.6917,0.6977,0.68335,0.68885,,,
816,20200617,0.68845,0.69225,0.68525,0.68845,,,
817,20200618,0.6881,0.6903,0.6836,0.68525,,,
818,20200619,0.685,0.69115,0.6829,0.6835,,,
819,20200622,0.682,0.69225,0.68105,0.69085,,,
820,20200623,0.6908,0.6975,0.6858,0.693,,,
821,20200624,0.69235,0.6962,0.6863,0.6869,,,
822,20200625,0.6872,0.6893,0.68475,0.6887,,,
823,20200626,0.689,0.68955,0.68405,0.68655,,,
824,20200629,0.6861,0.6891,0.6842,0.68665,,,
825,20200630,0.68665,0.6912,0.6833,0.6903,,,
826,20200701,0.69055,0.69435,0.6877,0.69155,,,
827,20200702,0.6917,0.69525,0.69015,0.69245,,,
828,20200703,0.69195,0.6948,0.6914,0.6941,,,
829,20200706,0.69305,0.69875,0.6929,0.69735,,,
830,20200707,0.69765,0.6998,0.6922,0.6947,,,
831,20200708,0.69485,0.69865,0.69275,0.6981,,,
832,20200709,0.69815,0.70015,0.695,0.69635,,,
833,20200710,0.6965,0.69695,0.6924,0.6949,,,
834,20200713,0.69545,0.6993,0.6939,0.69405,,,
835,20200714,0.69395,0.69775,0.69215,0.69755,,,
836,20200715,0.6976,0.7038,0.69725,0.7008,,,
837,20200716,0.70075,0.7014,0.6963,0.6971,,,
838,20200717,0.69705,0.7005,0.6969,0.6995,,,
839,20200720,0.69925,0.70175,0.6973,0.70165,,,
840,20200721,0.70145,0.7147,0.70145,0.7128,,,
841,20200722,0.71355,0.7183,0.7112,0.714,,,
842,20200723,0.71395,0.7162,0.70905,0.7098,,,
843,20200724,0.7095,0.71255,0.7064,0.71055,,,
844,20200727,0.70965,0.715,0.7087,0.71495,,,
845,20200728,0.71485,0.7177,0.7113,0.71575,,,
846,20200729,0.7156,0.7197,0.7149,0.7188,,,
847,20200730,0.719,0.7198,0.7121,0.7195,,,
848,20200731,0.71915,0.72275,0.71335,0.71435,,,
849,20200803,0.7132,0.715,0.70765,0.7124,,,
850,20200804,0.71265,0.7167,0.7106,0.71605,,,
851,20200805,0.71605,0.72415,0.7154,0.71915,,,
852,20200806,0.7192,0.72395,0.71745,0.72355,,,
853,20200807,0.72355,0.72435,0.71445,0.7158,,,
854,20200810,0.71565,0.71845,0.71405,0.71495,,,
855,20200811,0.71505,0.719,0.7135,0.71435,,,
856,20200812,0.7144,0.7176,0.7109,0.71625,,,
857,20200813,0.7161,0.7188,0.7136,0.7149,,,
858,20200814,0.71515,0.71755,0.7132,0.71715,,,
859,20200817,0.7168,0.7228,0.7168,0.72145,,,
860,20200818,0.72175,0.7265,0.7209,0.72435,,,
861,20200819,0.72455,0.72755,0.71795,0.71825,,,
862,20200820,0.71835,0.72025,0.7136,0.71925,,,
863,20200821,0.7191,0.7216,0.71395,0.71615,,,
864,20200824,0.71525,0.7204,0.71525,0.71625,,,
865,20200825,0.71645,0.7198,0.71505,0.71945,,,
866,20200826,0.71945,0.72395,0.71875,0.7233,,,
867,20200827,0.723,0.72905,0.7217,0.72595,,,
868,20200828,0.72605,0.7367,0.7255,0.73655,,,
